年,州,国籍・地域,罪種00,罪種01,罪種02,検挙人員
2022,アジア州の国,韓国・朝鮮,凶悪犯,殺人,,0
2022,アジア州の国,中国,凶悪犯,殺人,,7
2022,アジア州の国,イラン,凶悪犯,殺人,,0
2022,アジア州の国,インド,凶悪犯,殺人,,0
2022,アジア州の国,インドネシア,凶悪犯,殺人,,0
2022,アジア州の国,スリランカ,凶悪犯,殺人,,1
2022,アジア州の国,タイ,凶悪犯,殺人,,0
2022,アジア州の国,パキスタン,凶悪犯,殺人,,0
2022,アジア州の国,バングラデシュ,凶悪犯,殺人,,0
2022,アジア州の国,フィリピン,凶悪犯,殺人,,3
2022,アジア州の国,ベトナム,凶悪犯,殺人,,19
2022,アジア州の国,マレーシア,凶悪犯,殺人,,0
2022,アジア州の国,その他,凶悪犯,殺人,,7
2022,ヨーロッパ州の国,イギリス,凶悪犯,殺人,,0
2022,ヨーロッパ州の国,イタリア,凶悪犯,殺人,,0
2022,ヨーロッパ州の国,ロシア,凶悪犯,殺人,,0
2022,ヨーロッパ州の国,ドイツ,凶悪犯,殺人,,0
2022,ヨーロッパ州の国,フランス,凶悪犯,殺人,,0
2022,ヨーロッパ州の国,その他,凶悪犯,殺人,,1
2022,南北アメリカ州の国,アメリカ,凶悪犯,殺人,,0
2022,南北アメリカ州の国,カナダ,凶悪犯,殺人,,0
2022,南北アメリカ州の国,ブラジル,凶悪犯,殺人,,4
2022,南北アメリカ州の国,その他,凶悪犯,殺人,,2
2022,アフリカ州の国,,凶悪犯,殺人,,0
2022,オセアニア州の国,,凶悪犯,殺人,,0
2022,無国籍,,凶悪犯,殺人,,0
2022,国籍不明,,凶悪犯,殺人,,0
2022,アジア州の国,韓国・朝鮮,凶悪犯,強盗,,4
2022,アジア州の国,中国,凶悪犯,強盗,,19
2022,アジア州の国,イラン,凶悪犯,強盗,,0
2022,アジア州の国,インド,凶悪犯,強盗,,0
2022,アジア州の国,インドネシア,凶悪犯,強盗,,1
2022,アジア州の国,スリランカ,凶悪犯,強盗,,6
2022,アジア州の国,タイ,凶悪犯,強盗,,3
2022,アジア州の国,パキスタン,凶悪犯,強盗,,1
2022,アジア州の国,バングラデシュ,凶悪犯,強盗,,0
2022,アジア州の国,フィリピン,凶悪犯,強盗,,4
2022,アジア州の国,ベトナム,凶悪犯,強盗,,47
2022,アジア州の国,マレーシア,凶悪犯,強盗,,0
2022,アジア州の国,その他,凶悪犯,強盗,,7
2022,ヨーロッパ州の国,イギリス,凶悪犯,強盗,,0
2022,ヨーロッパ州の国,イタリア,凶悪犯,強盗,,0
2022,ヨーロッパ州の国,ロシア,凶悪犯,強盗,,0
2022,ヨーロッパ州の国,ドイツ,凶悪犯,強盗,,0
2022,ヨーロッパ州の国,フランス,凶悪犯,強盗,,0
2022,ヨーロッパ州の国,その他,凶悪犯,強盗,,0
2022,南北アメリカ州の国,アメリカ,凶悪犯,強盗,,1
2022,南北アメリカ州の国,カナダ,凶悪犯,強盗,,0
2022,南北アメリカ州の国,ブラジル,凶悪犯,強盗,,4
2022,南北アメリカ州の国,その他,凶悪犯,強盗,,0
2022,アフリカ州の国,,凶悪犯,強盗,,1
2022,オセアニア州の国,,凶悪犯,強盗,,1
2022,無国籍,,凶悪犯,強盗,,0
2022,国籍不明,,凶悪犯,強盗,,0
2022,アジア州の国,韓国・朝鮮,凶悪犯,放火,,0
2022,アジア州の国,中国,凶悪犯,放火,,3
2022,アジア州の国,イラン,凶悪犯,放火,,0
2022,アジア州の国,インド,凶悪犯,放火,,0
2022,アジア州の国,インドネシア,凶悪犯,放火,,0
2022,アジア州の国,スリランカ,凶悪犯,放火,,0
2022,アジア州の国,タイ,凶悪犯,放火,,0
2022,アジア州の国,パキスタン,凶悪犯,放火,,0
2022,アジア州の国,バングラデシュ,凶悪犯,放火,,0
2022,アジア州の国,フィリピン,凶悪犯,放火,,0
2022,アジア州の国,ベトナム,凶悪犯,放火,,0
2022,アジア州の国,マレーシア,凶悪犯,放火,,0
2022,アジア州の国,その他,凶悪犯,放火,,1
2022,ヨーロッパ州の国,イギリス,凶悪犯,放火,,0
2022,ヨーロッパ州の国,イタリア,凶悪犯,放火,,0
2022,ヨーロッパ州の国,ロシア,凶悪犯,放火,,0
2022,ヨーロッパ州の国,ドイツ,凶悪犯,放火,,0
2022,ヨーロッパ州の国,フランス,凶悪犯,放火,,0
2022,ヨーロッパ州の国,その他,凶悪犯,放火,,0
2022,南北アメリカ州の国,アメリカ,凶悪犯,放火,,0
2022,南北アメリカ州の国,カナダ,凶悪犯,放火,,0
2022,南北アメリカ州の国,ブラジル,凶悪犯,放火,,2
2022,南北アメリカ州の国,その他,凶悪犯,放火,,0
2022,アフリカ州の国,,凶悪犯,放火,,1
2022,オセアニア州の国,,凶悪犯,放火,,0
2022,無国籍,,凶悪犯,放火,,0
2022,国籍不明,,凶悪犯,放火,,0
2022,アジア州の国,韓国・朝鮮,凶悪犯,強制性交等,,3
2022,アジア州の国,中国,凶悪犯,強制性交等,,8
2022,アジア州の国,イラン,凶悪犯,強制性交等,,1
2022,アジア州の国,インド,凶悪犯,強制性交等,,1
2022,アジア州の国,インドネシア,凶悪犯,強制性交等,,0
2022,アジア州の国,スリランカ,凶悪犯,強制性交等,,2
2022,アジア州の国,タイ,凶悪犯,強制性交等,,1
2022,アジア州の国,パキスタン,凶悪犯,強制性交等,,3
2022,アジア州の国,バングラデシュ,凶悪犯,強制性交等,,3
2022,アジア州の国,フィリピン,凶悪犯,強制性交等,,3
2022,アジア州の国,ベトナム,凶悪犯,強制性交等,,3
2022,アジア州の国,マレーシア,凶悪犯,強制性交等,,0
2022,アジア州の国,その他,凶悪犯,強制性交等,,6
2022,ヨーロッパ州の国,イギリス,凶悪犯,強制性交等,,0
2022,ヨーロッパ州の国,イタリア,凶悪犯,強制性交等,,0
2022,ヨーロッパ州の国,ロシア,凶悪犯,強制性交等,,1
2022,ヨーロッパ州の国,ドイツ,凶悪犯,強制性交等,,0
2022,ヨーロッパ州の国,フランス,凶悪犯,強制性交等,,0
2022,ヨーロッパ州の国,その他,凶悪犯,強制性交等,,0
2022,南北アメリカ州の国,アメリカ,凶悪犯,強制性交等,,0
2022,南北アメリカ州の国,カナダ,凶悪犯,強制性交等,,0
2022,南北アメリカ州の国,ブラジル,凶悪犯,強制性交等,,3
2022,南北アメリカ州の国,その他,凶悪犯,強制性交等,,5
2022,アフリカ州の国,,凶悪犯,強制性交等,,3
2022,オセアニア州の国,,凶悪犯,強制性交等,,0
2022,無国籍,,凶悪犯,強制性交等,,0
2022,国籍不明,,凶悪犯,強制性交等,,0
2022,アジア州の国,韓国・朝鮮,粗暴犯,暴行,,35
2022,アジア州の国,中国,粗暴犯,暴行,,159
2022,アジア州の国,イラン,粗暴犯,暴行,,3
2022,アジア州の国,インド,粗暴犯,暴行,,8
2022,アジア州の国,インドネシア,粗暴犯,暴行,,6
2022,アジア州の国,スリランカ,粗暴犯,暴行,,22
2022,アジア州の国,タイ,粗暴犯,暴行,,6
2022,アジア州の国,パキスタン,粗暴犯,暴行,,7
2022,アジア州の国,バングラデシュ,粗暴犯,暴行,,5
2022,アジア州の国,フィリピン,粗暴犯,暴行,,57
2022,アジア州の国,ベトナム,粗暴犯,暴行,,73
2022,アジア州の国,マレーシア,粗暴犯,暴行,,1
2022,アジア州の国,その他,粗暴犯,暴行,,75
2022,ヨーロッパ州の国,イギリス,粗暴犯,暴行,,6
2022,ヨーロッパ州の国,イタリア,粗暴犯,暴行,,1
2022,ヨーロッパ州の国,ロシア,粗暴犯,暴行,,3
2022,ヨーロッパ州の国,ドイツ,粗暴犯,暴行,,3
2022,ヨーロッパ州の国,フランス,粗暴犯,暴行,,4
2022,ヨーロッパ州の国,その他,粗暴犯,暴行,,9
2022,南北アメリカ州の国,アメリカ,粗暴犯,暴行,,13
2022,南北アメリカ州の国,カナダ,粗暴犯,暴行,,2
2022,南北アメリカ州の国,ブラジル,粗暴犯,暴行,,54
2022,南北アメリカ州の国,その他,粗暴犯,暴行,,27
2022,アフリカ州の国,,粗暴犯,暴行,,15
2022,オセアニア州の国,,粗暴犯,暴行,,3
2022,無国籍,,粗暴犯,暴行,,0
2022,国籍不明,,粗暴犯,暴行,,0
2022,アジア州の国,韓国・朝鮮,粗暴犯,傷害,,35
2022,アジア州の国,中国,粗暴犯,傷害,,168
2022,アジア州の国,イラン,粗暴犯,傷害,,1
2022,アジア州の国,インド,粗暴犯,傷害,,4
2022,アジア州の国,インドネシア,粗暴犯,傷害,,3
2022,アジア州の国,スリランカ,粗暴犯,傷害,,12
2022,アジア州の国,タイ,粗暴犯,傷害,,4
2022,アジア州の国,パキスタン,粗暴犯,傷害,,21
2022,アジア州の国,バングラデシュ,粗暴犯,傷害,,2
2022,アジア州の国,フィリピン,粗暴犯,傷害,,54
2022,アジア州の国,ベトナム,粗暴犯,傷害,,87
2022,アジア州の国,マレーシア,粗暴犯,傷害,,1
2022,アジア州の国,その他,粗暴犯,傷害,,55
2022,ヨーロッパ州の国,イギリス,粗暴犯,傷害,,5
2022,ヨーロッパ州の国,イタリア,粗暴犯,傷害,,1
2022,ヨーロッパ州の国,ロシア,粗暴犯,傷害,,4
2022,ヨーロッパ州の国,ドイツ,粗暴犯,傷害,,1
2022,ヨーロッパ州の国,フランス,粗暴犯,傷害,,6
2022,ヨーロッパ州の国,その他,粗暴犯,傷害,,9
2022,南北アメリカ州の国,アメリカ,粗暴犯,傷害,,15
2022,南北アメリカ州の国,カナダ,粗暴犯,傷害,,1
2022,南北アメリカ州の国,ブラジル,粗暴犯,傷害,,52
2022,南北アメリカ州の国,その他,粗暴犯,傷害,,16
2022,アフリカ州の国,,粗暴犯,傷害,,18
2022,オセアニア州の国,,粗暴犯,傷害,,3
2022,無国籍,,粗暴犯,傷害,,0
2022,国籍不明,,粗暴犯,傷害,,0
2022,アジア州の国,韓国・朝鮮,粗暴犯,脅迫,,4
2022,アジア州の国,中国,粗暴犯,脅迫,,18
2022,アジア州の国,イラン,粗暴犯,脅迫,,1
2022,アジア州の国,インド,粗暴犯,脅迫,,1
2022,アジア州の国,インドネシア,粗暴犯,脅迫,,0
2022,アジア州の国,スリランカ,粗暴犯,脅迫,,3
2022,アジア州の国,タイ,粗暴犯,脅迫,,2
2022,アジア州の国,パキスタン,粗暴犯,脅迫,,1
2022,アジア州の国,バングラデシュ,粗暴犯,脅迫,,0
2022,アジア州の国,フィリピン,粗暴犯,脅迫,,5
2022,アジア州の国,ベトナム,粗暴犯,脅迫,,20
2022,アジア州の国,マレーシア,粗暴犯,脅迫,,0
2022,アジア州の国,その他,粗暴犯,脅迫,,12
2022,ヨーロッパ州の国,イギリス,粗暴犯,脅迫,,0
2022,ヨーロッパ州の国,イタリア,粗暴犯,脅迫,,1
2022,ヨーロッパ州の国,ロシア,粗暴犯,脅迫,,0
2022,ヨーロッパ州の国,ドイツ,粗暴犯,脅迫,,0
2022,ヨーロッパ州の国,フランス,粗暴犯,脅迫,,0
2022,ヨーロッパ州の国,その他,粗暴犯,脅迫,,0
2022,南北アメリカ州の国,アメリカ,粗暴犯,脅迫,,3
2022,南北アメリカ州の国,カナダ,粗暴犯,脅迫,,1
2022,南北アメリカ州の国,ブラジル,粗暴犯,脅迫,,6
2022,南北アメリカ州の国,その他,粗暴犯,脅迫,,1
2022,アフリカ州の国,,粗暴犯,脅迫,,2
2022,オセアニア州の国,,粗暴犯,脅迫,,0
2022,無国籍,,粗暴犯,脅迫,,0
2022,国籍不明,,粗暴犯,脅迫,,0
2022,アジア州の国,韓国・朝鮮,粗暴犯,恐喝,,1
2022,アジア州の国,中国,粗暴犯,恐喝,,0
2022,アジア州の国,イラン,粗暴犯,恐喝,,0
2022,アジア州の国,インド,粗暴犯,恐喝,,0
2022,アジア州の国,インドネシア,粗暴犯,恐喝,,0
2022,アジア州の国,スリランカ,粗暴犯,恐喝,,0
2022,アジア州の国,タイ,粗暴犯,恐喝,,0
2022,アジア州の国,パキスタン,粗暴犯,恐喝,,0
2022,アジア州の国,バングラデシュ,粗暴犯,恐喝,,0
2022,アジア州の国,フィリピン,粗暴犯,恐喝,,1
2022,アジア州の国,ベトナム,粗暴犯,恐喝,,4
2022,アジア州の国,マレーシア,粗暴犯,恐喝,,0
2022,アジア州の国,その他,粗暴犯,恐喝,,3
2022,ヨーロッパ州の国,イギリス,粗暴犯,恐喝,,0
2022,ヨーロッパ州の国,イタリア,粗暴犯,恐喝,,0
2022,ヨーロッパ州の国,ロシア,粗暴犯,恐喝,,0
2022,ヨーロッパ州の国,ドイツ,粗暴犯,恐喝,,0
2022,ヨーロッパ州の国,フランス,粗暴犯,恐喝,,0
2022,ヨーロッパ州の国,その他,粗暴犯,恐喝,,0
2022,南北アメリカ州の国,アメリカ,粗暴犯,恐喝,,0
2022,南北アメリカ州の国,カナダ,粗暴犯,恐喝,,0
2022,南北アメリカ州の国,ブラジル,粗暴犯,恐喝,,2
2022,南北アメリカ州の国,その他,粗暴犯,恐喝,,0
2022,アフリカ州の国,,粗暴犯,恐喝,,0
2022,オセアニア州の国,,粗暴犯,恐喝,,0
2022,無国籍,,粗暴犯,恐喝,,0
2022,国籍不明,,粗暴犯,恐喝,,0
2022,アジア州の国,韓国・朝鮮,窃盗犯,侵入盗,,7
2022,アジア州の国,中国,窃盗犯,侵入盗,,24
2022,アジア州の国,イラン,窃盗犯,侵入盗,,0
2022,アジア州の国,インド,窃盗犯,侵入盗,,1
2022,アジア州の国,インドネシア,窃盗犯,侵入盗,,1
2022,アジア州の国,スリランカ,窃盗犯,侵入盗,,3
2022,アジア州の国,タイ,窃盗犯,侵入盗,,1
2022,アジア州の国,パキスタン,窃盗犯,侵入盗,,1
2022,アジア州の国,バングラデシュ,窃盗犯,侵入盗,,0
2022,アジア州の国,フィリピン,窃盗犯,侵入盗,,5
2022,アジア州の国,ベトナム,窃盗犯,侵入盗,,48
2022,アジア州の国,マレーシア,窃盗犯,侵入盗,,0
2022,アジア州の国,その他,窃盗犯,侵入盗,,11
2022,ヨーロッパ州の国,イギリス,窃盗犯,侵入盗,,0
2022,ヨーロッパ州の国,イタリア,窃盗犯,侵入盗,,0
2022,ヨーロッパ州の国,ロシア,窃盗犯,侵入盗,,1
2022,ヨーロッパ州の国,ドイツ,窃盗犯,侵入盗,,0
2022,ヨーロッパ州の国,フランス,窃盗犯,侵入盗,,2
2022,ヨーロッパ州の国,その他,窃盗犯,侵入盗,,2
2022,南北アメリカ州の国,アメリカ,窃盗犯,侵入盗,,1
2022,南北アメリカ州の国,カナダ,窃盗犯,侵入盗,,0
2022,南北アメリカ州の国,ブラジル,窃盗犯,侵入盗,,10
2022,南北アメリカ州の国,その他,窃盗犯,侵入盗,,6
2022,アフリカ州の国,,窃盗犯,侵入盗,,2
2022,オセアニア州の国,,窃盗犯,侵入盗,,0
2022,無国籍,,窃盗犯,侵入盗,,0
2022,国籍不明,,窃盗犯,侵入盗,,0
2022,アジア州の国,韓国・朝鮮,知能犯,詐欺,,5
2022,アジア州の国,中国,知能犯,詐欺,,160
2022,アジア州の国,イラン,知能犯,詐欺,,1
2022,アジア州の国,インド,知能犯,詐欺,,1
2022,アジア州の国,インドネシア,知能犯,詐欺,,6
2022,アジア州の国,スリランカ,知能犯,詐欺,,8
2022,アジア州の国,タイ,知能犯,詐欺,,0
2022,アジア州の国,パキスタン,知能犯,詐欺,,4
2022,アジア州の国,バングラデシュ,知能犯,詐欺,,3
2022,アジア州の国,フィリピン,知能犯,詐欺,,18
2022,アジア州の国,ベトナム,知能犯,詐欺,,144
2022,アジア州の国,マレーシア,知能犯,詐欺,,0
2022,アジア州の国,その他,知能犯,詐欺,,7
2022,ヨーロッパ州の国,イギリス,知能犯,詐欺,,1
2022,ヨーロッパ州の国,イタリア,知能犯,詐欺,,0
2022,ヨーロッパ州の国,ロシア,知能犯,詐欺,,0
